Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
59,2,28,3,7,57,5,6,1
40,1,18,4,8,40,3,9,0
35,1,17,3,1,39,2,3,0
18,2,17,1,5,25,2,16,0
52,1,43,4,9,25,1,6,0
48,4,46,4,3,42,3,1,0
61,1,15,3,1,28,4,3,0
18,2,43,5,1,48,1,14,0
20,3,18,2,2,22,4,16,0
20,1,8,5,8,41,2,4,0
54,1,32,1,4,33,1,1,0
36,1,12,5,2,52,1,4,0
46,3,10,1,2,26,4,3,0
42,4,32,3,4,62,4,0,0
50,2,36,4,1,35,4,3,0
53,4,29,3,5,26,4,11,0
46,4,38,1,5,24,2,14,0
43,2,45,2,1,38,5,16,0
21,2,8,4,3,20,1,14,0
31,4,22,4,6,30,5,2,0
44,2,23,3,6,59,4,3,0
50,1,31,1,6,26,1,9,0
39,4,37,2,3,56,3,18,0
20,4,3,2,2,38,3,5,0
40,3,43,5,6,30,5,3,0
38,3,40,3,9,51,4,18,1
58,4,45,3,3,31,3,7,0
40,2,26,1,5,32,1,13,0
21,2,10,4,9,51,4,5,1
38,1,20,1,9,38,4,18,0
54,4,13,2,7,43,2,8,0
60,4,17,2,4,39,3,14,0
48,2,23,3,3,48,4,0,0
38,4,19,2,3,45,1,1,0
43,2,40,3,4,24,5,17,0
58,4,25,4,7,24,1,7,0
52,2,30,5,4,20,2,10,0
55,2,15,1,5,21,3,15,0
41,3,40,1,6,20,1,5,0
28,2,41,3,7,63,1,1,0
58,2,38,3,3,47,1,15,0
46,1,18,3,4,25,2,6,0
64,2,6,2,2,37,1,12,0
20,2,15,1,6,26,5,11,0
18,1,23,4,5,35,3,3,0
36,4,5,3,7,49,2,12,0
63,1,39,5,3,28,3,3,0
39,2,15,1,5,22,3,15,0
31,4,35,3,9,52,1,1,0
31,4,38,5,7,62,4,14,1
61,1,14,3,5,56,5,4,0
33,1,39,5,6,59,5,6,0
50,2,3,4,3,46,1,11,0
30,3,1,1,1,60,3,10,0
55,4,13,2,2,46,1,0,0
29,1,21,3,2,34,2,10,0
55,2,1,2,6,55,3,9,0
56,1,19,1,8,52,2,12,0
50,3,3,1,9,54,1,11,0
50,3,33,2,1,25,3,16,0
46,2,17,5,7,38,4,5,0
22,3,46,4,6,31,4,2,0
23,4,19,5,8,49,5,14,1
48,2,25,3,9,24,4,5,0
33,2,6,4,3,44,4,15,1
48,4,18,3,6,35,3,13,0
42,1,23,3,8,41,2,2,0
63,2,10,5,9,36,5,13,0
50,1,15,1,1,39,1,18,0
30,4,0,4,3,53,5,16,0
27,4,35,4,9,49,5,4,0
41,1,27,5,9,34,3,8,0
27,1,12,3,9,61,3,6,0
58,1,10,5,1,46,1,5,0
48,2,5,3,8,36,2,9,0
30,3,29,4,8,36,2,0,0
20,2,36,3,3,33,2,3,0
51,3,33,2,9,56,1,1,0
45,2,27,1,1,20,1,7,0
36,1,8,5,8,21,4,10,0
40,1,30,3,8,51,2,11,0
62,2,5,1,7,26,3,1,0
49,4,5,5,7,30,1,14,0
30,3,35,5,8,59,3,8,0
50,2,19,1,8,50,3,18,0
51,2,39,2,9,37,1,11,0
50,3,31,3,9,23,2,15,0
22,1,46,3,6,53,2,7,0
20,1,31,4,9,59,3,12,0
24,1,4,3,7,31,2,9,0
41,4,37,1,7,22,1,16,0
39,3,36,4,7,43,2,12,0
62,1,9,3,9,57,1,11,0
40,4,36,5,9,55,1,13,0
47,1,46,1,5,59,4,9,0
35,4,1,5,2,51,3,11,0
49,4,6,2,7,31,3,18,0
24,1,10,4,2,37,4,14,0
50,4,0,4,3,23,4,1,0
22,3,13,1,5,20,1,7,0
45,3,20,3,4,63,5,10,1
25,1,5,2,8,63,4,12,0
32,2,25,4,9,29,4,11,0
21,4,16,3,7,36,3,3,0
51,2,25,3,9,38,3,1,0
22,1,6,1,3,59,1,4,0
50,3,0,4,9,64,1,12,0
22,1,14,1,9,53,2,13,0
55,1,30,3,6,27,3,0,0
51,4,35,3,5,60,4,1,0
43,4,5,2,7,64,5,0,0
18,2,18,2,5,27,2,13,0
21,2,5,4,2,36,1,6,0
56,1,29,3,2,42,5,1,0
43,4,34,3,2,41,4,19,1
50,1,44,4,6,50,1,15,0
50,4,16,2,6,51,1,11,0
25,3,15,2,1,62,4,19,1
37,4,9,5,6,27,2,6,0
33,2,35,3,9,60,2,5,0
38,1,44,5,1,22,3,11,0
62,4,17,4,9,48,3,10,0
43,2,9,4,2,42,1,0,0
40,2,36,2,8,23,4,17,0
35,1,3,1,9,59,2,5,0
48,2,7,5,4,62,1,5,0
59,1,23,2,3,58,5,8,0
29,1,46,5,6,26,5,8,0
18,4,33,1,8,20,4,14,0
59,3,11,1,4,45,4,8,1
26,4,23,3,2,53,2,13,0
20,2,41,4,5,43,4,4,0
43,3,43,4,2,64,3,13,0
26,2,26,4,8,36,1,13,0
59,3,37,2,2,33,5,18,0
33,1,16,1,8,63,5,11,0
41,2,15,1,1,27,1,9,0
31,3,46,2,8,27,4,4,0
20,4,40,4,4,47,4,8,1
51,1,26,1,1,63,3,8,0
50,1,34,5,8,34,4,4,0
41,2,25,3,3,35,3,4,0
26,2,5,2,2,59,4,12,1
30,3,44,3,8,24,4,7,0
19,1,45,4,6,54,3,0,0
24,1,0,2,9,58,5,17,0
38,2,35,5,8,61,2,7,0
36,1,18,2,9,41,4,10,0
42,4,33,3,7,64,2,5,0
64,3,5,2,7,23,5,15,0
39,1,4,5,6,43,3,7,0
28,1,38,1,5,61,4,10,0
50,1,30,4,2,36,1,16,0
49,3,38,5,6,47,1,12,0
38,2,41,4,8,22,2,2,0
56,4,6,4,1,53,2,2,0
37,2,4,5,7,61,3,4,0
25,1,34,2,3,40,1,16,0
59,4,27,2,9,25,3,6,0
54,1,26,5,8,26,3,12,0
26,3,5,3,7,24,2,2,0
42,3,39,2,9,51,4,1,0
42,3,17,3,2,60,5,3,0
50,1,16,4,7,45,4,4,0
19,2,0,5,7,32,3,13,0
36,2,18,4,5,30,2,17,0
63,1,4,2,2,44,1,9,0
37,1,9,2,1,32,3,9,0
59,4,9,2,1,40,1,13,0
58,3,23,4,9,25,4,2,0
59,2,1,4,1,34,3,11,0
46,2,10,2,8,35,1,14,0
23,4,3,5,8,46,5,3,0
34,4,22,2,1,41,1,15,0
42,1,6,1,5,39,1,6,0
55,1,14,5,9,52,4,1,0
21,1,22,2,4,38,1,8,0
47,3,34,1,9,42,2,6,0
37,2,10,3,6,48,2,10,0
20,4,38,1,2,25,5,2,0
40,2,30,5,1,39,3,17,0
35,1,1,5,5,56,5,6,0
43,3,9,1,6,49,3,18,0
53,2,4,3,8,35,3,7,0
25,1,11,1,9,23,1,16,0
34,4,17,3,9,57,4,18,1
48,1,27,5,4,39,4,4,0
54,1,7,5,2,50,2,10,0
62,2,3,4,8,23,1,19,0
50,3,16,3,3,23,5,18,0
44,4,28,1,8,22,2,14,0
62,4,8,3,9,48,3,6,0
21,4,13,1,2,59,2,5,0
39,3,39,5,1,27,4,17,0
43,4,8,5,8,47,3,6,0
49,1,37,2,7,47,5,18,0
41,3,8,5,1,38,4,3,0
63,4,40,5,5,61,5,10,1
52,3,10,5,1,40,4,10,0
54,1,21,1,3,46,4,10,0
49,2,40,1,9,24,4,17,0
24,3,44,2,4,35,3,4,0
50,2,26,2,6,59,2,17,0
48,3,29,3,5,26,3,3,0
29,1,5,3,8,64,4,5,0
28,2,32,3,8,45,3,16,0
41,4,21,4,1,63,4,15,1
25,4,25,3,6,46,4,4,0
49,2,5,2,9,32,5,7,0
55,3,32,4,6,30,1,19,0
39,2,9,3,8,59,1,3,0
51,4,36,2,5,34,3,2,0
36,3,0,2,5,20,4,14,0
37,2,43,2,3,31,4,9,0
31,3,14,4,9,50,3,12,0
50,3,22,5,5,28,2,9,0
27,1,11,3,5,26,2,2,0
33,1,17,5,4,42,4,10,0
21,3,46,2,2,29,2,14,0
44,4,15,1,7,54,1,9,0
45,4,26,1,5,64,5,9,1
60,3,27,4,7,23,5,8,0
33,3,8,5,9,64,2,8,0
50,1,19,5,3,60,2,6,0
36,4,32,1,4,31,4,10,0
38,1,25,1,9,44,4,16,0
39,4,28,5,9,44,2,3,0
26,4,28,1,3,49,3,14,0
26,2,0,5,6,48,1,15,0
26,3,16,2,7,56,1,14,0
44,2,43,3,1,25,2,4,0
34,4,16,1,1,32,3,13,0
61,1,31,4,5,30,3,2,0
62,3,16,3,6,52,4,3,0
25,2,36,3,1,20,1,9,0
33,4,11,3,2,21,2,3,0
35,4,10,5,7,49,3,10,0
50,2,27,4,8,60,3,2,0
18,3,20,5,7,48,2,8,0
29,2,1,3,2,49,1,1,0
23,2,19,4,3,20,1,4,0
58,1,19,1,5,27,4,13,0
22,1,35,1,6,36,3,8,0
33,2,32,4,6,53,1,7,0
35,2,16,5,8,21,1,17,0
35,4,16,4,8,37,3,11,0
18,3,18,3,1,33,2,10,0
36,4,4,5,8,40,3,15,0
25,1,13,5,6,38,3,11,0
20,3,13,1,6,57,5,3,0
42,3,38,4,9,23,5,6,0
22,1,15,4,2,63,3,18,0
57,4,3,3,3,43,5,2,0
36,2,9,2,1,33,4,12,0
35,2,23,2,2,52,2,12,0
48,3,29,4,4,58,5,14,1
50,3,30,1,1,56,3,0,0
64,2,45,2,4,52,3,9,0
35,3,23,3,2,41,1,4,0
56,2,26,3,8,30,5,11,0
33,1,31,1,9,30,1,1,0
33,1,7,3,8,44,5,19,0
64,2,28,3,1,43,2,6,0
55,3,15,2,2,58,3,5,0
58,1,4,2,2,41,2,9,0
24,2,19,2,4,28,4,2,0
31,2,14,3,6,50,1,12,0
60,3,14,3,1,20,2,6,0
42,3,19,1,7,51,2,16,0
49,4,8,5,7,56,4,0,0
55,3,27,1,1,31,1,2,0
39,1,38,3,3,30,4,0,0
33,1,43,5,7,54,4,16,0
46,1,6,1,7,55,5,17,0
33,2,22,2,6,61,1,19,0
29,2,23,3,2,50,3,13,0
34,2,15,1,2,44,2,6,0
54,1,21,2,2,62,2,16,0
44,4,22,3,7,30,4,2,0
42,2,18,4,2,23,2,8,0
30,4,11,2,6,32,5,10,0
25,2,25,5,9,60,1,6,0
22,1,32,2,4,50,4,9,0
29,4,40,1,6,39,2,0,0
58,2,38,2,4,33,5,5,0
20,1,1,5,6,32,2,4,0
52,2,16,4,1,47,1,0,0
50,3,10,2,2,47,3,14,0
39,1,4,5,2,52,3,8,0
61,2,40,2,8,39,2,2,0
26,4,7,4,6,54,1,0,0
58,2,40,5,3,46,1,13,0
35,4,19,5,9,33,4,13,0
46,3,26,3,8,48,5,15,1
56,3,26,3,6,34,4,8,0
44,4,29,5,2,21,2,9,0
53,2,33,3,9,33,3,13,0
62,4,41,1,9,56,3,16,0
34,3,23,1,7,30,2,11,0
51,3,11,3,4,56,4,11,1
63,3,28,1,1,35,3,2,0
20,4,45,3,4,46,5,13,1
22,3,8,3,2,59,2,0,0
31,2,13,3,6,29,2,17,0
20,4,18,3,1,51,3,6,0
40,3,40,5,8,50,4,4,0
56,4,45,3,3,50,5,18,1
47,3,29,5,4,30,5,12,0
62,1,10,4,4,29,4,14,0
40,3,21,2,9,22,2,1,0
44,2,43,3,7,54,2,15,0
27,1,31,2,9,55,2,3,0
42,4,35,4,6,48,5,6,1
30,3,36,4,2,47,3,3,0
33,1,4,2,8,63,5,2,0
58,4,18,4,7,44,4,15,1
51,1,45,1,7,57,1,18,0
54,2,36,1,3,24,2,5,0
39,4,39,4,4,45,3,14,0
34,2,19,5,3,23,1,6,0
40,3,22,1,1,37,2,14,0
53,4,14,5,3,35,2,4,0
26,1,32,2,1,39,5,7,0
19,1,2,5,1,27,5,17,0
49,4,43,5,6,40,1,14,0
39,1,19,5,4,38,1,1,0
60,4,4,1,9,41,4,2,0
30,2,35,2,4,26,3,10,0
25,2,21,4,9,60,1,12,0
18,2,16,5,8,36,5,6,0
34,2,46,1,2,52,2,4,0
29,3,38,3,7,21,5,15,0
21,4,16,2,6,63,3,8,0
30,4,5,3,6,21,2,12,0
48,3,15,4,9,45,1,15,0
58,1,1,3,4,20,3,13,0
24,3,14,3,3,30,2,4,0
40,1,5,5,8,60,1,7,0
41,1,40,5,1,42,2,13,0
22,2,1,5,4,22,5,1,0
22,4,2,1,7,29,3,17,0
34,2,4,4,5,34,4,15,0
47,3,25,2,6,52,5,8,1
26,3,21,2,3,44,5,1,0
23,3,36,5,9,40,1,5,0
42,1,9,5,8,23,2,3,0
36,1,23,1,3,35,5,2,0
33,2,37,1,6,30,1,17,0
38,3,14,2,1,62,2,13,0
19,4,37,4,8,38,4,15,0
27,2,43,5,7,39,5,12,0
33,3,12,4,3,40,5,19,0
54,3,31,1,9,39,1,17,0
32,2,41,3,3,34,2,4,0
30,1,4,4,7,56,4,11,0
30,3,43,2,5,56,3,12,0
49,2,12,5,5,47,1,14,0
62,3,10,4,5,57,3,13,0
64,1,33,2,8,52,3,18,0
63,2,33,4,9,47,5,0,0
25,1,8,5,6,21,3,7,0
60,3,26,4,2,62,5,4,0
35,4,41,5,9,49,5,19,1
53,1,29,2,6,26,3,18,0
43,4,34,5,2,48,5,2,0
27,3,2,1,3,46,1,15,0
48,3,43,5,5,43,3,3,0
50,3,23,4,4,30,4,1,0
46,2,39,2,8,60,3,16,0
22,1,28,4,2,58,3,12,0
30,1,11,5,7,54,4,17,0
18,2,36,5,3,53,3,2,0
40,2,19,4,6,46,4,9,1
57,1,1,2,4,25,4,15,0
20,3,7,1,1,53,5,3,0
20,1,15,4,3,22,4,12,0
24,3,26,2,4,24,3,5,0
53,4,32,4,1,20,2,4,0
52,4,23,5,8,57,2,16,0
32,3,41,4,2,26,4,1,0
57,1,12,4,7,34,4,11,0
20,2,22,3,8,27,4,3,0
46,2,27,3,6,40,3,16,0
47,4,11,5,2,36,4,0,0
56,3,1,2,9,47,1,16,0
35,1,12,3,5,64,4,18,0
28,4,13,1,5,40,2,7,0
60,1,46,5,2,42,1,17,0
55,2,42,1,4,33,2,2,0
57,1,25,3,4,51,1,2,0
18,2,21,4,6,22,1,16,0
46,3,33,5,2,30,5,1,0
27,4,0,5,7,26,5,12,0
45,1,43,5,2,38,2,2,0
48,1,3,4,6,63,1,6,0
36,2,15,4,5,36,4,11,0
20,4,8,4,4,23,4,19,0
53,3,37,2,6,34,3,12,0
60,3,46,1,3,59,4,16,1
32,4,43,5,9,45,2,16,0
50,2,30,2,8,42,5,13,1
58,3,21,4,7,35,1,19,0
60,1,1,1,7,23,1,15,0
62,1,5,5,1,39,1,18,0
43,2,14,2,7,26,5,3,0
33,3,17,2,4,50,3,10,0
53,4,39,1,7,26,2,13,0
50,3,7,1,1,43,1,13,0
37,1,27,1,3,49,4,1,0
30,2,26,5,2,25,3,16,0
50,4,26,1,8,32,3,6,0
22,2,26,3,7,58,4,19,1
54,4,9,2,8,20,3,1,0
31,4,43,5,6,56,4,7,1
44,1,33,1,1,29,3,18,0
40,1,31,2,1,39,1,12,0
31,4,11,1,7,47,3,17,0
57,3,25,1,8,57,2,18,0
21,4,26,2,1,47,4,13,1
56,4,11,3,9,47,4,13,1
36,4,36,5,4,58,3,1,0
64,2,30,2,9,28,4,15,0
21,1,32,5,4,26,5,15,0
47,4,0,4,5,33,5,8,0
36,2,12,2,9,40,5,17,0
48,2,29,3,6,61,2,1,0
48,3,21,2,4,52,3,16,0
26,1,9,1,6,54,3,16,0
30,3,14,5,6,62,3,15,0
31,4,6,5,7,39,2,7,0
63,4,1,4,3,59,5,5,0
27,1,1,4,3,48,5,4,0
48,4,19,2,7,41,5,4,0
54,1,6,1,8,35,5,11,0
40,2,28,2,2,29,3,10,0
44,1,4,2,7,42,2,7,0
23,2,3,4,7,23,2,4,0
43,1,39,3,6,43,1,12,0
19,1,13,4,1,48,2,17,0
62,2,44,5,6,50,3,2,0
30,3,0,1,5,50,2,17,0
36,2,15,1,6,27,1,4,0
18,1,23,3,7,55,2,10,0
57,4,23,2,3,34,5,3,0
49,3,1,5,2,37,2,8,0
39,4,13,5,3,59,4,13,1
46,1,3,3,2,53,2,10,0
19,3,14,3,9,32,1,8,0
57,3,1,1,9,45,5,2,0
55,1,24,3,3,61,2,10,0
28,4,35,3,2,55,5,16,1
34,4,32,1,2,44,1,19,0
60,1,1,5,9,28,3,5,0
25,3,26,4,6,37,2,12,0
39,3,8,2,7,61,3,5,0
21,1,0,2,5,48,1,5,0
28,4,42,1,2,27,5,14,0
25,4,9,4,9,44,1,0,0
26,4,14,3,9,46,1,4,0
43,1,38,3,4,21,5,1,0
19,2,6,2,4,58,1,17,0
33,1,44,2,7,41,1,3,0
48,2,0,2,6,20,2,13,0
23,4,14,3,7,52,1,16,0
38,1,0,5,9,52,5,17,0
43,2,5,1,5,52,3,4,0
36,4,20,5,8,34,1,1,0
45,4,25,3,9,48,3,17,0
25,4,6,4,9,47,2,15,0
31,1,29,1,8,48,5,13,0
41,4,32,2,1,34,3,17,0
61,4,16,2,4,31,5,18,0
54,3,38,1,4,28,4,6,0
43,2,36,3,7,47,1,2,0
48,4,38,4,9,48,4,16,1
49,1,43,3,6,23,2,7,0
58,2,8,1,7,47,1,14,0
19,4,42,4,3,36,4,3,0
42,4,3,5,8,31,4,6,0
61,2,43,3,3,54,2,18,0
19,2,16,5,1,51,1,4,0
59,2,3,5,6,42,2,15,0
18,1,43,2,7,43,3,7,0
53,2,40,2,4,44,2,14,0
29,1,0,5,3,30,5,14,0
26,4,46,5,7,60,1,9,0
53,2,9,5,2,30,1,14,0
58,3,44,5,1,45,2,6,0
45,1,46,4,6,56,2,10,0
55,4,20,5,9,27,4,11,0
50,1,31,2,4,20,1,13,0
59,1,29,5,8,40,1,12,0
63,1,10,5,9,39,1,7,0
39,2,19,4,6,59,1,3,0
42,3,39,4,7,45,3,0,0
35,3,27,3,5,22,5,8,0
23,4,8,5,4,20,5,19,0
35,4,45,2,4,55,5,8,1
33,3,19,4,2,34,5,7,0
32,3,5,5,2,51,2,1,0
25,1,24,2,4,39,4,18,0
30,4,36,3,5,26,3,1,0
60,3,6,4,5,31,2,7,0
24,3,7,4,6,43,1,2,0
34,3,35,2,4,33,1,16,0
49,4,6,2,2,29,3,0,0
39,1,19,5,8,45,1,5,0
30,1,4,3,5,46,3,1,0
64,2,36,1,8,43,1,5,0
40,4,0,1,6,59,3,15,0
46,2,6,2,9,24,5,14,0
39,3,22,5,4,48,1,16,0
18,1,36,3,8,48,5,13,0
46,4,27,4,2,36,5,17,0
22,1,36,1,7,48,4,11,0
52,2,5,1,4,39,5,1,0
27,3,42,5,7,53,1,14,0
36,1,26,2,8,52,1,14,0
54,2,7,3,6,44,1,19,0
24,2,33,4,6,51,1,10,0
63,4,36,2,3,58,5,18,1
52,3,40,5,4,40,4,6,0
62,3,25,2,8,29,5,17,0
30,1,4,4,5,29,3,16,0
27,1,46,1,6,24,3,10,0
19,2,19,1,3,39,4,10,0
23,1,3,1,5,63,2,16,0
25,3,18,5,5,54,5,4,0
53,4,4,4,4,60,3,19,0
42,1,36,4,6,50,4,8,0
61,1,0,3,5,57,4,3,0
64,1,41,3,7,59,3,18,0
57,4,9,3,6,21,5,3,0
24,3,7,4,5,53,2,11,0
63,1,10,5,8,24,4,3,0
40,1,4,2,2,58,3,3,0
36,4,16,2,4,40,3,15,0
63,3,23,4,6,60,1,6,0
39,3,43,5,1,41,5,18,1
30,4,41,1,7,62,2,12,0
38,4,43,5,6,27,2,9,0
18,1,5,4,9,56,2,2,0
36,1,25,4,2,21,3,11,0
50,3,2,1,3,23,1,12,0
21,2,42,1,6,44,5,10,1
59,2,16,3,1,60,1,9,0
20,4,35,5,8,25,1,2,0
44,3,7,3,2,60,3,4,0
58,2,8,3,9,54,1,17,0
52,2,43,1,6,25,2,11,0
45,4,22,1,6,33,3,2,0
23,3,19,1,8,27,2,15,0
23,2,36,5,5,25,3,4,0
61,3,14,2,3,52,2,5,0
40,4,13,2,5,45,3,7,0
50,2,21,3,2,34,2,2,0
33,1,42,4,3,23,4,15,0
41,1,42,1,8,29,4,7,0
22,3,14,2,7,26,2,0,0
58,3,43,2,7,36,4,15,0
59,2,36,3,4,63,5,16,1
30,3,11,5,2,56,2,12,0
64,2,20,3,7,61,3,6,0
29,3,39,5,3,58,2,9,0
22,3,7,5,1,28,1,13,0
54,4,21,4,3,21,1,5,0
48,3,46,2,4,29,3,2,0
45,1,39,5,8,63,3,4,0
45,1,6,1,5,28,4,19,0
47,4,37,2,3,39,5,0,0
35,4,3,4,4,53,2,19,0
61,4,5,1,4,62,3,2,0
44,4,29,3,9,47,4,13,1
52,2,0,3,8,41,2,6,0
43,3,23,1,1,25,5,18,0
56,3,31,3,8,28,5,4,0
35,1,21,1,7,48,4,2,0
50,1,12,2,2,59,5,3,0
42,1,46,4,5,58,2,5,0
48,2,43,1,5,36,1,2,0
54,3,36,5,4,52,2,6,0
19,4,27,2,2,32,1,15,0
50,2,2,1,4,50,1,0,0
56,1,5,3,1,20,2,17,0
60,4,1,2,4,21,4,14,0
60,1,34,4,4,28,4,16,0
49,2,20,3,3,22,5,12,0
35,1,20,1,3,23,5,2,0
34,3,46,3,7,55,2,13,0
51,4,30,1,6,31,1,11,0
56,3,13,3,2,27,1,8,0
24,3,7,1,5,38,1,11,0
59,4,27,5,7,43,1,12,0
52,1,41,4,1,64,5,18,0
47,1,31,3,1,44,3,8,0
29,2,15,1,4,22,4,7,0
52,1,44,3,3,58,2,7,0
28,1,36,2,3,51,3,12,0
61,3,30,1,5,33,3,11,0
21,1,37,4,4,55,4,13,0
42,1,10,1,1,54,5,15,0
49,3,45,3,9,51,2,16,0
37,4,0,5,5,56,2,8,0
48,2,0,4,6,29,1,4,0
21,4,38,5,5,34,2,18,0
55,4,26,1,9,20,5,1,0
64,4,16,4,3,50,1,17,0
18,4,14,4,2,55,3,6,0
20,4,14,4,1,53,2,15,0
54,3,1,2,4,53,4,7,0
39,1,13,3,8,48,2,9,0
34,1,23,5,1,43,2,16,0
31,2,37,4,1,23,1,7,0
58,4,36,3,8,22,5,0,0
52,2,23,1,3,31,5,1,0
30,3,31,1,2,29,1,6,0
52,3,21,3,2,42,1,18,0
60,4,11,4,6,34,1,4,0
19,2,10,5,4,59,5,11,1
64,4,28,5,6,21,4,19,0
30,4,2,1,2,37,1,9,0
33,3,3,4,2,24,1,11,0
35,3,18,2,4,29,4,9,0
24,1,34,4,7,22,5,7,0
62,2,11,2,4,40,4,4,0
53,3,9,5,2,26,2,19,0
58,2,9,5,6,39,1,1,0
47,2,9,2,7,51,3,15,0
59,4,16,2,9,39,2,3,0
58,1,22,4,9,36,1,17,0
24,2,14,1,1,35,2,4,0
32,2,12,4,2,60,1,3,0
57,2,14,3,7,56,3,2,0
36,2,7,2,9,25,3,19,0
60,4,6,4,8,64,2,10,0
54,2,15,5,3,52,1,14,0
19,1,37,5,8,35,4,16,0
59,2,24,4,5,45,4,13,1
30,1,0,4,6,44,2,2,0
57,1,40,1,9,50,3,8,0
58,2,28,1,2,57,3,12,0
60,4,2,3,3,35,4,18,0
60,1,27,5,1,43,1,11,0
48,3,22,5,1,40,5,5,0
33,1,14,3,4,21,1,14,0
59,2,31,4,4,42,3,3,0
61,4,24,3,5,34,2,17,0
23,3,19,1,8,58,5,5,1
45,1,7,1,4,60,4,1,0
49,2,21,2,9,26,3,2,0
61,3,24,4,1,21,5,10,0
27,2,36,4,1,34,2,18,0
35,2,9,4,6,44,3,2,0
21,2,15,2,5,30,4,1,0
26,4,2,3,5,59,3,9,0
24,3,45,4,5,50,1,13,0
25,3,26,5,3,35,5,5,0
60,3,30,5,1,22,5,2,0
24,4,17,5,8,23,5,8,0
58,2,18,1,2,44,2,0,0
57,3,1,4,4,57,3,13,0
20,1,20,2,7,43,3,3,0
34,1,14,5,3,51,5,17,0
19,2,44,1,7,56,4,16,1
32,3,10,4,1,44,4,3,0
63,2,6,1,8,26,2,18,0
46,4,43,3,1,32,3,4,0
39,4,14,4,6,45,4,0,0
21,2,32,5,1,33,5,12,0
23,4,34,5,7,43,4,17,1
55,3,37,4,4,36,1,11,0
43,4,10,1,9,46,2,16,0
28,2,0,4,3,57,1,14,0
43,3,20,1,5,48,4,12,1
34,2,29,4,9,64,3,13,0
41,3,26,3,2,28,3,16,0
45,2,17,2,7,41,5,19,1
52,1,32,2,6,47,1,17,0
48,1,0,1,8,27,2,2,0
30,4,19,4,3,62,2,5,0
52,2,28,4,5,44,5,7,1
33,2,12,3,3,57,1,7,0
32,1,42,2,2,64,2,3,0
60,1,38,4,7,40,2,19,0
35,1,38,5,5,37,3,15,0
64,2,33,4,9,24,2,9,0
54,4,22,1,6,43,5,6,1
58,1,12,5,4,45,2,6,0
44,2,1,2,5,31,3,0,0
52,3,27,3,3,52,1,6,0
62,2,3,5,2,55,2,17,0
52,2,38,2,2,26,5,11,0
45,4,31,1,8,50,5,9,1
56,2,41,3,3,59,3,5,0
55,1,10,4,8,54,4,19,0
26,2,31,4,9,31,4,4,0
29,4,24,4,8,46,1,1,0
32,3,4,1,9,21,3,14,0
38,2,14,5,3,45,5,13,1
52,3,36,4,2,28,3,14,0
59,2,29,1,9,47,1,2,0
50,3,3,4,7,37,3,9,0
36,3,3,4,2,55,5,14,0
40,1,7,4,3,59,2,8,0
30,3,13,3,1,64,3,16,0
61,4,16,3,7,55,1,8,0
18,2,10,3,2,46,3,19,0
46,3,5,3,8,51,5,12,1
41,3,30,3,4,36,2,6,0
33,3,11,2,8,33,2,18,0
42,4,40,4,9,37,2,15,0
40,1,37,2,5,50,1,15,0
45,2,26,1,5,56,4,7,1
64,3,4,3,5,53,1,13,0
33,2,28,1,2,33,2,16,0
60,2,29,3,9,56,1,7,0
55,3,12,5,7,29,2,19,0
28,1,12,4,4,51,2,5,0
20,1,28,2,6,20,5,6,0
32,2,44,4,9,37,3,12,0
18,1,4,2,3,39,3,10,0
24,1,13,2,8,54,4,18,0
18,3,21,3,9,47,4,17,1
49,1,16,1,4,23,5,16,0
26,3,18,2,8,33,5,9,0
46,1,45,3,9,38,5,6,0
43,4,44,3,1,56,3,13,0
40,4,40,2,4,35,4,18,0
62,3,35,5,5,63,4,10,1
60,4,11,2,7,25,1,8,0
46,2,24,5,8,52,2,2,0
55,2,22,1,4,57,4,6,1
50,3,16,3,5,43,4,8,1
24,1,34,3,5,47,4,7,0
29,3,38,4,6,56,2,2,0
48,1,23,1,3,59,5,3,0
49,1,37,1,7,21,1,8,0
37,2,39,4,1,41,1,2,0
34,2,11,2,8,48,2,1,0
53,1,42,2,9,36,1,7,0
20,3,37,5,5,54,3,12,0
18,4,13,4,1,27,2,5,0
44,3,13,4,5,36,3,2,0
64,1,9,5,4,59,5,1,0
57,4,46,1,9,64,1,8,0
50,3,0,2,8,56,3,8,0
37,2,22,5,7,48,1,18,0
31,1,27,4,4,44,5,16,0
53,4,6,5,6,36,2,10,0
22,3,31,3,1,29,3,17,0
40,1,42,4,1,29,4,14,0
62,1,10,5,5,59,2,19,0
32,2,8,2,3,32,5,1,0
23,3,23,2,7,43,3,16,0
50,1,39,3,3,33,4,16,0
36,1,3,3,8,36,4,3,0
30,3,16,3,2,31,1,1,0
46,4,20,2,1,40,3,3,0
23,3,24,1,9,44,2,11,0
32,3,32,1,9,46,2,2,0
33,3,2,2,6,46,4,17,0
41,1,3,4,1,25,4,16,0
40,3,42,5,3,42,5,11,1
27,1,12,1,8,42,4,7,0
58,1,28,4,3,39,4,5,0
58,3,35,1,1,50,5,7,1
34,2,5,2,9,42,3,0,0
61,2,34,3,9,23,5,8,0
62,2,13,4,2,23,3,0,0
47,1,0,1,3,47,3,2,0
61,1,6,4,5,50,1,12,0
63,4,30,4,1,30,1,15,0
27,2,37,5,8,52,1,11,0
36,3,40,4,6,48,4,13,1
